fecha,close,emisor
2017-09-27,20531.931640625,GRUPONUTRESA
2017-09-28,20562.615234375,GRUPONUTRESA
2017-09-29,20593.3125,GRUPONUTRESA
2017-10-02,20516.578125,GRUPONUTRESA
2017-10-03,20485.892578125,GRUPONUTRESA
2017-10-04,20624.001953125,GRUPONUTRESA
2017-10-05,20501.236328125,GRUPONUTRESA
2017-10-06,20562.615234375,GRUPONUTRESA
2017-10-09,20485.892578125,GRUPONUTRESA
2017-10-10,20584.310546875,GRUPONUTRESA
2017-10-11,20492.072265625,GRUPONUTRESA
2017-10-12,20753.41015625,GRUPONUTRESA
2017-10-13,20753.41015625,GRUPONUTRESA
2017-10-16,20753.41015625,GRUPONUTRESA
2017-10-17,20630.4375,GRUPONUTRESA
2017-10-18,20738.046875,GRUPONUTRESA
2017-10-19,20691.923828125,GRUPONUTRESA
2017-10-20,20753.41015625,GRUPONUTRESA
2017-10-23,20861.01953125,GRUPONUTRESA
2017-10-24,20753.41015625,GRUPONUTRESA
2017-10-25,20814.8984375,GRUPONUTRESA
2017-10-26,20845.646484375,GRUPONUTRESA
2017-10-27,20830.283203125,GRUPONUTRESA
2017-10-30,20753.41015625,GRUPONUTRESA
2017-10-31,20768.7890625,GRUPONUTRESA
2017-11-01,20891.767578125,GRUPONUTRESA
2017-11-02,20861.01953125,GRUPONUTRESA
2017-11-03,20676.55859375,GRUPONUTRESA
2017-11-06,20676.55859375,GRUPONUTRESA
2017-11-07,20830.283203125,GRUPONUTRESA
2017-11-08,20821.064453125,GRUPONUTRESA
2017-11-09,20851.8671875,GRUPONUTRESA
2017-11-10,20713.26953125,GRUPONUTRESA
2017-11-13,20713.26953125,GRUPONUTRESA
2017-11-14,20867.2734375,GRUPONUTRESA
2017-11-15,20790.275390625,GRUPONUTRESA
2017-11-16,20944.265625,GRUPONUTRESA
2017-11-17,20805.67578125,GRUPONUTRESA
2017-11-20,20944.265625,GRUPONUTRESA
2017-11-21,20867.2734375,GRUPONUTRESA
2017-11-22,20944.265625,GRUPONUTRESA
2017-11-23,21021.27734375,GRUPONUTRESA
2017-11-24,21021.27734375,GRUPONUTRESA
2017-11-27,21021.27734375,GRUPONUTRESA
2017-11-28,21067.46875,GRUPONUTRESA
2017-11-29,21329.275390625,GRUPONUTRESA
2017-11-30,21144.4765625,GRUPONUTRESA
2017-12-01,21236.875,GRUPONUTRESA
2017-12-04,21252.279296875,GRUPONUTRESA
2017-12-05,21175.26953125,GRUPONUTRESA
2017-12-06,21283.076171875,GRUPONUTRESA
2017-12-07,21175.26953125,GRUPONUTRESA
2017-12-08,21175.26953125,GRUPONUTRESA
2017-12-12,21212.326171875,GRUPONUTRESA
2017-12-13,21212.326171875,GRUPONUTRESA
2017-12-14,21212.326171875,GRUPONUTRESA
2017-12-15,21135.203125,GRUPONUTRESA
2017-12-18,21289.474609375,GRUPONUTRESA
2017-12-19,21196.90234375,GRUPONUTRESA
2017-12-20,21181.478515625,GRUPONUTRESA
2017-12-21,21351.171875,GRUPONUTRESA
2017-12-22,21598.009765625,GRUPONUTRESA
2017-12-25,21598.009765625,GRUPONUTRESA
2017-12-26,21567.150390625,GRUPONUTRESA
2017-12-27,21520.876953125,GRUPONUTRESA
2017-12-28,21459.16015625,GRUPONUTRESA
2017-12-29,21459.16015625,GRUPONUTRESA
2018-01-01,21459.16015625,GRUPONUTRESA
2018-01-02,21104.337890625,GRUPONUTRESA
2018-01-03,21058.052734375,GRUPONUTRESA
2018-01-04,21058.052734375,GRUPONUTRESA
2018-01-05,21011.77734375,GRUPONUTRESA
2018-01-08,21011.77734375,GRUPONUTRESA
